job,marital,h_loan,p_loan,month,day_of_week,poutcome
admin.,single,yes,no,apr,thu,nonexistent
management,married,yes,no,apr,thu,failure
blue-collar,married,no,no,apr,thu,failure
admin.,divorced,no,no,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,failure
admin.,married,yes,no,apr,thu,failure
self-employed,divorced,yes,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,failure
technician,single,yes,no,apr,thu,nonexistent
management,single,no,no,apr,thu,nonexistent
services,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
admin.,divorced,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
technician,single,yes,no,apr,thu,failure
technician,single,yes,no,apr,thu,failure
admin.,divorced,yes,yes,apr,thu,nonexistent
entrepreneur,married,no,yes,apr,thu,nonexistent
retired,married,yes,yes,apr,thu,nonexistent
services,single,no,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,failure
technician,married,no,yes,apr,thu,failure
blue-collar,divorced,yes,no,apr,thu,failure
blue-collar,single,yes,no,apr,thu,failure
entrepreneur,married,no,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,nonexistent
admin.,married,no,no,apr,thu,nonexistent
blue-collar,married,no,yes,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
admin.,single,no,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,failure
technician,single,no,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,failure
technician,single,yes,yes,apr,thu,failure
blue-collar,divorced,no,yes,apr,thu,nonexistent
technician,divorced,yes,yes,apr,thu,failure
blue-collar,married,no,no,apr,thu,success
admin.,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,failure
admin.,married,yes,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
self-employed,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
student,single,no,no,apr,thu,nonexistent
services,married,no,no,apr,thu,nonexistent
management,married,yes,no,apr,thu,nonexistent
entrepreneur,divorced,yes,no,apr,thu,failure
services,single,no,no,apr,thu,success
services,divorced,no,no,apr,thu,nonexistent
management,married,yes,no,apr,thu,nonexistent
services,single,no,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,nonexistent
technician,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
technician,married,no,no,apr,thu,nonexistent
technician,married,yes,no,apr,thu,nonexistent
blue-collar,single,yes,no,apr,thu,nonexistent
management,married,no,no,apr,thu,nonexistent
technician,married,no,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
management,married,no,no,apr,thu,nonexistent
technician,married,yes,no,apr,thu,nonexistent
services,married,no,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
student,married,yes,yes,apr,thu,nonexistent
entrepreneur,divorced,no,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,failure
blue-collar,married,no,no,apr,thu,nonexistent
blue-collar,married,yes,yes,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
student,single,no,no,apr,thu,failure
blue-collar,single,yes,yes,apr,thu,failure
blue-collar,married,yes,no,apr,thu,failure
student,single,no,yes,apr,thu,failure
blue-collar,married,no,no,apr,thu,failure
student,single,no,yes,apr,thu,nonexistent
student,single,yes,no,apr,thu,failure
blue-collar,married,no,no,apr,thu,failure
blue-collar,married,no,yes,apr,thu,nonexistent
services,married,yes,no,apr,thu,nonexistent
student,single,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
admin.,single,yes,no,apr,fri,failure
entrepreneur,married,no,no,apr,fri,nonexistent
management,married,no,yes,apr,fri,nonexistent
blue-collar,single,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
admin.,single,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
blue-collar,single,no,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,failure
admin.,married,yes,no,apr,fri,nonexistent
blue-collar,single,no,no,apr,fri,nonexistent
technician,married,yes,no,apr,fri,nonexistent
admin.,married,no,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,nonexistent
blue-collar,married,no,yes,apr,fri,nonexistent
admin.,divorced,no,no,apr,fri,nonexistent
technician,married,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,failure
blue-collar,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
student,single,yes,no,apr,fri,nonexistent
management,married,yes,no,apr,fri,nonexistent
technician,single,no,no,apr,fri,nonexistent
admin.,divorced,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
management,married,yes,yes,apr,fri,nonexistent
services,single,yes,no,apr,fri,nonexistent
entrepreneur,married,yes,yes,apr,fri,nonexistent
self-employed,married,no,no,apr,fri,failure
admin.,single,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
student,married,yes,no,apr,fri,nonexistent
entrepreneur,married,no,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,nonexistent
services,married,no,no,apr,fri,failure
services,married,no,no,apr,fri,failure
technician,divorced,yes,no,apr,fri,nonexistent
student,married,no,no,apr,fri,failure
services,married,yes,yes,apr,fri,failure
retired,married,yes,no,apr,fri,nonexistent
student,married,yes,no,apr,fri,nonexistent
admin.,married,no,no,apr,fri,nonexistent
entrepreneur,married,yes,yes,apr,fri,nonexistent
admin.,married,no,no,apr,fri,failure
admin.,married,yes,no,apr,fri,failure
admin.,divorced,yes,no,apr,fri,failure
technician,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
blue-collar,divorced,yes,no,apr,fri,nonexistent
admin.,married,yes,yes,apr,fri,nonexistent
self-employed,married,yes,no,apr,fri,nonexistent
management,single,no,no,apr,fri,failure
management,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
management,married,yes,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,nonexistent
blue-collar,married,no,yes,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,nonexistent
management,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
management,single,yes,no,apr,fri,nonexistent
unemployed,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
admin.,divorced,no,no,apr,fri,failure
admin.,married,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,failure
entrepreneur,married,yes,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
services,single,yes,no,apr,fri,failure
technician,single,no,no,apr,fri,nonexistent
unemployed,married,yes,no,apr,fri,failure
services,married,yes,no,apr,fri,nonexistent
self-employed,married,yes,no,apr,fri,failure
admin.,single,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
services,single,yes,no,apr,fri,nonexistent
technician,single,yes,no,apr,fri,failure
management,married,yes,no,apr,fri,nonexistent
technician,single,yes,no,apr,fri,failure
management,married,yes,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,nonexistent
management,married,no,yes,apr,fri,failure
technician,married,no,no,apr,fri,nonexistent
blue-collar,divorced,yes,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,failure
blue-collar,married,yes,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,nonexistent
technician,married,yes,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,nonexistent
technician,divorced,yes,no,apr,fri,nonexistent
technician,divorced,yes,no,apr,fri,failure
student,single,yes,no,apr,fri,nonexistent
technician,divorced,no,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,nonexistent
technician,single,yes,no,apr,fri,failure
entrepreneur,single,yes,yes,apr,fri,failure
management,married,yes,no,apr,fri,nonexistent
management,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
services,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
admin.,married,no,no,apr,fri,failure
housemaid,divorced,yes,yes,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,yes,apr,fri,failure
blue-collar,married,yes,no,apr,fri,nonexistent
services,married,yes,no,apr,fri,failure
management,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
management,married,yes,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
admin.,married,no,yes,apr,fri,nonexistent
management,married,no,no,apr,fri,nonexistent
retired,married,yes,no,apr,fri,nonexistent
entrepreneur,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
management,married,yes,no,apr,fri,nonexistent
admin.,single,no,yes,apr,fri,nonexistent
entrepreneur,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
blue-collar,married,yes,yes,apr,fri,nonexistent
blue-collar,married,no,yes,apr,fri,nonexistent
admin.,divorced,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,failure
admin.,divorced,yes,yes,apr,fri,nonexistent
technician,married,yes,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,failure
blue-collar,single,no,no,apr,fri,failure
services,single,yes,no,apr,fri,nonexistent
blue-collar,single,no,no,apr,fri,nonexistent
technician,married,no,no,apr,fri,failure
blue-collar,divorced,yes,yes,apr,fri,nonexistent
retired,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
management,married,no,no,apr,fri,failure
admin.,single,yes,yes,apr,fri,nonexistent
admin.,divorced,yes,no,apr,fri,nonexistent
services,married,yes,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,nonexistent
management,married,yes,yes,apr,fri,nonexistent
admin.,divorced,yes,no,apr,fri,nonexistent
technician,divorced,yes,no,apr,fri,failure
services,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
admin.,divorced,no,no,apr,fri,nonexistent
technician,divorced,no,no,apr,fri,failure
admin.,married,yes,no,apr,fri,nonexistent
unemployed,married,yes,no,apr,fri,failure
management,married,yes,yes,apr,fri,failure
unemployed,married,no,no,apr,fri,failure
technician,single,no,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,failure
technician,single,yes,no,apr,fri,nonexistent
self-employed,divorced,no,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,failure
blue-collar,married,yes,no,apr,fri,failure
management,married,yes,no,apr,fri,failure
management,married,no,yes,apr,fri,failure
technician,single,yes,no,apr,fri,failure
blue-collar,married,yes,no,apr,fri,failure
student,single,yes,no,apr,fri,nonexistent
services,married,no,yes,apr,fri,nonexistent
admin.,married,no,no,apr,fri,failure
blue-collar,divorced,yes,no,apr,fri,nonexistent
technician,married,no,no,apr,fri,failure
admin.,married,no,no,apr,fri,nonexistent
management,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
admin.,married,yes,yes,apr,fri,failure
admin.,single,no,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,nonexistent
services,single,no,no,apr,fri,failure
management,married,yes,no,apr,fri,nonexistent
technician,married,yes,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
technician,divorced,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
management,married,yes,no,apr,fri,nonexistent
student,single,no,no,apr,fri,nonexistent
services,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
technician,married,no,no,apr,fri,nonexistent
admin.,divorced,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,failure
admin.,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,failure
admin.,divorced,yes,no,apr,fri,nonexistent
management,married,yes,no,apr,fri,nonexistent
admin.,married,no,no,apr,fri,nonexistent
admin.,married,no,yes,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
services,married,no,no,apr,fri,nonexistent
management,married,no,yes,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
entrepreneur,married,no,no,apr,fri,nonexistent
admin.,single,no,yes,apr,fri,nonexistent
blue-collar,married,yes,yes,apr,fri,nonexistent
services,married,yes,no,apr,fri,failure
technician,married,no,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,nonexistent
services,married,no,yes,apr,fri,failure
blue-collar,married,no,no,apr,fri,failure
services,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,yes,apr,fri,failure
blue-collar,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
admin.,single,no,yes,apr,fri,nonexistent
technician,single,yes,no,apr,fri,failure
blue-collar,married,yes,no,apr,fri,failure
admin.,married,yes,yes,apr,fri,failure
technician,married,yes,no,apr,fri,nonexistent
technician,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
self-employed,married,no,yes,apr,fri,failure
blue-collar,married,no,yes,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
technician,married,no,yes,apr,fri,failure
technician,single,yes,no,apr,fri,failure
services,divorced,no,no,apr,fri,failure
technician,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
admin.,married,yes,yes,apr,fri,nonexistent
admin.,married,no,no,apr,fri,nonexistent
management,married,yes,yes,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,failure
blue-collar,married,no,no,apr,fri,failure
management,married,yes,no,apr,fri,nonexistent
blue-collar,divorced,no,no,apr,fri,nonexistent
unemployed,single,yes,no,apr,fri,nonexistent
self-employed,married,no,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,failure
admin.,divorced,yes,no,apr,fri,nonexistent
blue-collar,single,yes,no,apr,fri,nonexistent
management,married,yes,no,apr,fri,nonexistent
retired,married,yes,no,apr,fri,nonexistent
student,single,yes,yes,apr,fri,nonexistent
management,married,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,nonexistent
unemployed,single,yes,no,apr,fri,failure
blue-collar,single,no,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,failure
blue-collar,married,yes,no,apr,fri,nonexistent
management,married,yes,yes,apr,fri,nonexistent
technician,single,yes,no,apr,fri,failure
admin.,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,yes,apr,fri,nonexistent
services,married,yes,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,nonexistent
entrepreneur,married,no,yes,apr,fri,nonexistent
technician,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
retired,married,no,no,apr,fri,success
blue-collar,married,yes,no,apr,fri,failure
entrepreneur,married,yes,yes,apr,fri,nonexistent
blue-collar,divorced,yes,no,apr,fri,nonexistent
services,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,failure
blue-collar,married,yes,no,apr,fri,nonexistent
services,married,no,no,apr,fri,failure
services,divorced,yes,yes,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
unemployed,married,no,no,apr,fri,nonexistent
services,single,no,no,apr,fri,success
blue-collar,married,no,no,apr,fri,nonexistent
admin.,married,yes,yes,apr,fri,nonexistent
admin.,single,yes,yes,apr,fri,nonexistent
self-employed,married,no,no,apr,fri,nonexistent
technician,married,no,no,apr,fri,nonexistent
blue-collar,single,yes,no,apr,fri,nonexistent
technician,single,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,failure
blue-collar,married,yes,no,apr,fri,nonexistent
blue-collar,married,yes,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,failure
admin.,divorced,yes,no,apr,fri,failure
admin.,married,yes,no,apr,fri,failure
unemployed,divorced,yes,yes,apr,fri,failure
technician,single,yes,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
management,divorced,yes,no,apr,fri,failure
admin.,married,no,yes,apr,fri,failure
services,married,yes,yes,apr,fri,failure
self-employed,married,no,no,apr,fri,nonexistent
admin.,single,yes,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
services,single,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
management,married,no,no,apr,fri,nonexistent
admin.,married,no,no,apr,fri,nonexistent
services,single,no,no,apr,fri,nonexistent
blue-collar,single,yes,no,apr,fri,failure
admin.,married,no,no,apr,fri,nonexistent
blue-collar,married,no,no,apr,fri,nonexistent
admin.,single,no,no,apr,fri,nonexistent
admin.,married,yes,no,apr,fri,nonexistent
unemployed,married,no,no,apr,fri,failure
blue-collar,unknown,no,no,apr,fri,nonexistent
